Random seed, 1, forward time, 151.04175424575806, qp time, 10.045770168304443, backward_time, 9.576103210449219
Random seed, 29, forward time, 134.25174283981323, qp time, 6.309062242507935, backward_time, 6.678060054779053
Random seed, 26, forward time, 180.86923170089722, qp time, 8.865934610366821, backward_time, 9.696400165557861
Random seed, 2, forward time, 738.3477234840393, qp time, 33.301135301589966, backward_time, 34.91607093811035
Random seed, 30, forward time, 328.15249156951904, qp time, 20.581001043319702, backward_time, 14.97460412979126
Random seed, 19, forward time, 546.2124922275543, qp time, 28.442271947860718, backward_time, 17.2402606010437
Random seed, 1, forward time, 139.33706307411194, qp time, 9.382179021835327, backward_time, 9.39583969116211
Random seed, 4, forward time, 167.53823041915894, qp time, 7.712329626083374, backward_time, 4.438881158828735
Random seed, 10, forward time, 64.46127152442932, qp time, 3.815683603286743, backward_time, 3.1033473014831543
Random seed, 7, forward time, 108.1448826789856, qp time, 7.390725612640381, backward_time, 4.5916242599487305
Random seed, 13, forward time, 42.79354190826416, qp time, 5.313013315200806, backward_time, 5.458468437194824
Random seed, 3, forward time, 210.87261056900024, qp time, 11.35129690170288, backward_time, 11.827543258666992
Random seed, 9, forward time, 140.9162266254425, qp time, 8.605685234069824, backward_time, 8.733946561813354
Random seed, 8, forward time, 232.79536843299866, qp time, 17.9985830783844, backward_time, 12.376774787902832
Random seed, 11, forward time, 136.3616178035736, qp time, 13.750913381576538, backward_time, 13.974667072296143
Random seed, 14, forward time, 139.42868638038635, qp time, 7.314410209655762, backward_time, 4.491885423660278
Random seed, 20, forward time, 67.5967493057251, qp time, 5.408371925354004, backward_time, 7.179715871810913
Random seed, 16, forward time, 132.22962546348572, qp time, 7.857102155685425, backward_time, 5.993777751922607
Random seed, 6, forward time, 396.78179240226746, qp time, 19.102689743041992, backward_time, 14.251235723495483
Random seed, 18, forward time, 215.32392382621765, qp time, 11.165748357772827, backward_time, 12.968420267105103
Random seed, 21, forward time, 144.90931010246277, qp time, 8.24355936050415, backward_time, 7.34532618522644
Random seed, 15, forward time, 246.359619140625, qp time, 16.223697900772095, backward_time, 19.151288747787476
Random seed, 12, forward time, 348.9209454059601, qp time, 16.88863778114319, backward_time, 10.147485494613647
Random seed, 17, forward time, 223.11267042160034, qp time, 20.808448791503906, backward_time, 15.67093300819397
Random seed, 22, forward time, 152.865398645401, qp time, 10.324309825897217, backward_time, 8.342045783996582
Random seed, 5, forward time, 539.0486660003662, qp time, 28.70774507522583, backward_time, 19.44309639930725
Random seed, 24, forward time, 123.77885031700134, qp time, 7.525497198104858, backward_time, 7.621077299118042
Random seed, 27, forward time, 102.26267623901367, qp time, 6.2855224609375, backward_time, 5.01090407371521
Random seed, 23, forward time, 198.7453486919403, qp time, 11.284847021102905, backward_time, 8.781980276107788
Random seed, 25, forward time, 162.20226788520813, qp time, 11.561107873916626, backward_time, 19.422197341918945
Random seed, 26, forward time, 169.7324161529541, qp time, 8.257708311080933, backward_time, 9.458663940429688
Random seed, 28, forward time, 109.89883542060852, qp time, 5.74646520614624, backward_time, 5.872735023498535
Random seed, 29, forward time, 131.28638410568237, qp time, 6.2001097202301025, backward_time, 6.84082555770874
Random seed, 2, forward time, 702.3324732780457, qp time, 31.4012508392334, backward_time, 34.14747929573059
Random seed, 19, forward time, 490.1417055130005, qp time, 25.684218168258667, backward_time, 16.25463604927063
Random seed, 30, forward time, 333.1631088256836, qp time, 20.958582878112793, backward_time, 15.326693773269653
Random seed, 1, forward time, 142.52775955200195, qp time, 9.596325874328613, backward_time, 9.562653541564941
Random seed, 7, forward time, 83.83455014228821, qp time, 5.57193922996521, backward_time, 3.248613119125366
Random seed, 10, forward time, 63.92534041404724, qp time, 3.824673652648926, backward_time, 3.069162368774414
Random seed, 4, forward time, 166.74729943275452, qp time, 7.66739559173584, backward_time, 4.432322025299072
Random seed, 13, forward time, 40.76298999786377, qp time, 5.037084102630615, backward_time, 5.260940074920654
Random seed, 3, forward time, 214.80390882492065, qp time, 11.576682329177856, backward_time, 12.002613306045532
Random seed, 9, forward time, 137.60279440879822, qp time, 8.345876693725586, backward_time, 8.515007495880127
Random seed, 8, forward time, 235.51794409751892, qp time, 18.365899085998535, backward_time, 12.41474175453186
Random seed, 11, forward time, 137.4582862854004, qp time, 13.92996072769165, backward_time, 13.946847438812256
Random seed, 20, forward time, 70.84215688705444, qp time, 5.659566640853882, backward_time, 7.35035252571106
Random seed, 16, forward time, 126.68795585632324, qp time, 7.490341424942017, backward_time, 5.805373191833496
Random seed, 14, forward time, 142.1469566822052, qp time, 7.434759855270386, backward_time, 4.515315055847168
Random seed, 6, forward time, 372.8705177307129, qp time, 17.96353840827942, backward_time, 13.393129587173462
Random seed, 17, forward time, 214.58099150657654, qp time, 20.10231113433838, backward_time, 15.299043416976929
Random seed, 21, forward time, 137.82075119018555, qp time, 7.839866876602173, backward_time, 7.02697491645813
Random seed, 15, forward time, 247.87667965888977, qp time, 16.39996361732483, backward_time, 19.22779393196106
Random seed, 22, forward time, 154.1047763824463, qp time, 10.424553871154785, backward_time, 8.44581151008606
Random seed, 27, forward time, 100.79655909538269, qp time, 6.058365106582642, backward_time, 4.73567008972168
Random seed, 24, forward time, 121.25740265846252, qp time, 7.368917942047119, backward_time, 7.536053419113159
Random seed, 18, forward time, 227.0840666294098, qp time, 11.774313926696777, backward_time, 13.351367235183716
Random seed, 12, forward time, 340.7032072544098, qp time, 16.424455165863037, backward_time, 9.833592414855957
Random seed, 5, forward time, 494.53450202941895, qp time, 26.419748544692993, backward_time, 17.962682247161865
Random seed, 23, forward time, 189.91636991500854, qp time, 10.773153066635132, backward_time, 8.485970735549927
Random seed, 28, forward time, 109.8026077747345, qp time, 5.745970010757446, backward_time, 5.904384613037109
Random seed, 25, forward time, 125.25677466392517, qp time, 8.835720300674438, backward_time, 13.459210634231567
Random seed, 29, forward time, 128.4362051486969, qp time, 6.080214738845825, backward_time, 6.803881883621216
Random seed, 26, forward time, 171.76126527786255, qp time, 8.348585367202759, backward_time, 9.278474569320679
Random seed, 19, forward time, 491.21282601356506, qp time, 25.576814889907837, backward_time, 16.127692222595215
Random seed, 30, forward time, 329.0217852592468, qp time, 20.70276141166687, backward_time, 15.36933946609497
Random seed, 2, forward time, 844.8041734695435, qp time, 38.12862753868103, backward_time, 41.53359413146973
